iter	Passed	Remaining
162	494	8599
163	497	8596
164	500	8592
165	503	8589
166	505	8583
167	508	8577
168	511	8572
169	514	8564
170	517	8555
171	519	8548
172	522	8543
173	525	8537
174	528	8531
175	531	8527
176	534	8520
177	536	8512
178	540	8512
179	542	8506
180	545	8501
181	548	8497
182	552	8499
183	555	8494
184	557	8486
185	560	8482
186	563	8476
187	566	8474
188	569	8472
189	572	8468
190	575	8464
191	578	8458
192	581	8455
193	584	8448
194	586	8441
195	589	8440
196	592	8434
197	595	8430
198	598	8426
199	601	8423
200	604	8419
201	607	8417
202	610	8411
203	613	8404
204	616	8400
205	618	8392
206	621	8389
207	624	8383
208	627	8376
209	630	8372
210	633	8367
211	635	8363
212	638	8356
213	641	8348
214	644	8342
215	647	8339
216	650	8338
217	653	8334
218	656	8330
219	658	8323
220	661	8321
221	664	8320
222	667	8312
223	670	8310
224	673	8307
225	676	8301
226	679	8296
227	682	8292
228	684	8287
229	688	8288
230	691	8283
231	693	8279
232	696	8274
233	699	8271
234	702	8269
235	706	8270
236	709	8266
237	711	8261
238	714	8256
239	717	8251
240	720	8248
241	723	8247
242	726	8242
243	729	8241
244	732	8234
245	734	8227
246	737	8220
247	740	8214
248	743	8211
249	746	8206
250	749	8203
251	751	8199
252	754	8193
253	757	8188
254	760	8185
255	763	8183
256	766	8178
257	769	8176
258	772	8173
259	775	8169
260	778	8166
261	780	8160
262	783	8157
263	787	8158
264	790	8154
265	792	8150
266	795	8146
267	798	8142
268	801	8140
269	804	8137
270	807	8134
271	810	8133
272	813	8129
273	816	8125
274	819	8123
275	822	8120
276	825	8115
277	828	8111
278	831	8107
279	834	8103
280	837	8099
281	839	8094
282	842	8092
283	845	8089
284	849	8091
285	852	8088
286	855	8082
287	858	8080
288	861	8078
289	863	8072
290	866	8068
291	869	8067
292	872	8063
293	875	8060
294	878	8057
295	881	8055
296	885	8057
297	888	8054
298	891	8053
299	894	8052
300	897	8048
301	900	8043
302	903	8040
303	906	8035
304	908	8029
305	911	8027
306	914	8025
307	917	8022
308	920	8018
309	923	8015
310	926	8010
311	929	8005
312	931	8000
313	934	7996
314	937	7991
315	940	7988
316	943	7984
317	946	7980
318	948	7974
319	951	7969
320	954	7964
321	957	7962
322	960	7959
323	963	7957
324	966	7953
325	969	7950
326	972	7946
327	975	7944
328	978	7940
329	981	7939
330	984	7935
331	987	7933
332	990	7931
333	993	7930
334	996	7926
335	999	7922
336	1002	7919
337	1005	7917
338	1008	7914
339	1010	7909
340	1013	7906
341	1016	7902
342	1019	7899
343	1022	7895
344	1025	7892
345	1028	7888
346	1031	7885
347	1034	7880
348	1036	7875
349	1039	7872
350	1042	7870
351	1045	7866
352	1048	7862
353	1051	7857
354	1054	7854
355	1057	7851
356	1060	7848
357	1062	7843
358	1066	7842
359	1070	7847
360	1073	7844
361	1075	7840
362	1078	7836
363	1081	7831
364	1084	7827
365	1087	7823
366	1090	7823
367	1093	7820
368	1096	7817
369	1099	7813
370	1102	7815
371	1106	7813
372	1109	7814
373	1112	7812
374	1115	7811
375	1118	7808
376	1121	7804
377	1125	7804
378	1128	7802
379	1131	7799
380	1134	7795
381	1137	7792
382	1140	7790
383	1143	7788
384	1146	7783
385	1148	7779
386	1151	7775
387	1154	7772
388	1158	7773
389	1160	7769
390	1163	7766
391	1167	7764
392	1169	7760
393	1172	7755
394	1175	7750
395	1178	7748
396	1181	7746
397	1184	7744
398	1187	7744
399	1191	7742
400	1194	7740
401	1197	7737
402	1200	7734
403	1203	7730
404	1206	7728
405	1209	7724
406	1211	7721
407	1214	7718
408	1217	7715
409	1220	7712
410	1223	7708
411	1226	7706
412	1229	7702
413	1232	7696
414	1235	7693
415	1238	7695
416	1241	7692
417	1244	7688
418	1247	7686
419	1250	7682
420	1253	7679
421	1256	7675
422	1259	7672
423	1262	7668
424	1265	7666
425	1268	7662
426	1271	7659
427	1273	7654
428	1276	7652
429	1280	7650
430	1282	7646
431	1286	7648
432	1289	7645
433	1292	7642
434	1295	7638
435	1298	7635
436	1301	7632
437	1304	7628
438	1306	7624
439	1309	7621
440	1313	7620
441	1315	7615
442	1318	7611
443	1321	7608
444	1324	7605
445	1327	7600
446	1330	7596
447	1332	7592
448	1336	7593
449	1340	7597
450	1345	7602
451	1348	7601
452	1351	7599
453	1354	7596
454	1357	7595
455	1361	7593
456	1364	7591
457	1367	7589
458	1370	7585
459	1373	7584
460	1377	7584
461	1379	7580
462	1382	7577
463	1386	7577
464	1389	7575
465	1392	7571
466	1395	7569
467	1398	7565
468	1401	7562
469	1404	7558
470	1407	7555
471	1409	7551
472	1413	7549
473	1416	7546
474	1419	7543
475	1422	7541
476	1425	7537
477	1427	7534
478	1430	7530
479	1433	7527
480	1436	7524
481	1440	7522
482	1442	7518
483	1445	7515
484	1448	7513
485	1451	7510
486	1454	7506
487	1458	7505
488	1461	7504
489	1464	7501
490	1467	7497
491	1470	7493
492	1472	7489
493	1475	7486
494	1478	7482
495	1482	7482
496	1485	7478
497	1487	7475
498	1490	7472
499	1493	7469
500	1496	7466
501	1499	7463
502	1502	7459
503	1505	7456
504	1508	7453
505	1512	7452
506	1514	7448
507	1517	7445
508	1520	7441
509	1523	7438
510	1526	7433
511	1529	7430
512	1531	7426
513	1535	7424
514	1538	7421
515	1541	7418
516	1543	7415
517	1546	7411
518	1550	7410
519	1552	7406
520	1556	7404
521	1559	7401
522	1562	7398
523	1565	7395
524	1567	7390
525	1570	7388
526	1573	7385
527	1576	7382
528	1579	7380
529	1582	7377
530	1585	7372
531	1589	7372
532	1592	7369
533	1594	7365
534	1597	7361
535	1600	7359
536	1603	7356
537	1606	7353
538	1609	7349
539	1612	7346
540	1615	7343
541	1618	7340
542	1621	7337
543	1624	7334
544	1627	7329
545	1630	7327
546	1633	7324
547	1636	7321
548	1639	7318
549	1642	7314
550	1644	7310
551	1648	7308
552	1650	7304
553	1653	7300
554	1656	7297
555	1659	7293
556	1662	7289
557	1665	7286
558	1667	7282
559	1670	7279
560	1673	7276
561	1676	7272
562	1679	7270
563	1682	7267
564	1686	7266
565	1689	7265
566	1692	7261
567	1695	7258
568	1698	7254
569	1700	7250
570	1703	7247
571	1706	7244
572	1709	7240
573	1712	7236
574	1715	7233
575	1718	7230
576	1721	7227
577	1723	7223
578	1726	7220
579	1729	7216
580	1732	7214
581	1735	7210
582	1738	7206
583	1741	7202
584	1743	7199
585	1746	7195
586	1749	7191
587	1752	7188
588	1755	7185
589	1758	7181
590	1761	7178
591	1764	7175
592	1767	7172
593	1770	7170
594	1773	7167
595	1776	7164
596	1779	7161
597	1782	7158
598	1785	7157
599	1788	7154
600	1791	7152
601	1794	7148
602	1797	7144
603	1800	7142
604	1803	7137
605	1806	7135
606	1808	7131
607	1811	7127
608	1814	7124
609	1817	7121
610	1820	7117
611	1823	7113
612	1826	7110
613	1828	7107
614	1831	7103
615	1834	7100
616	1837	7096
617	1840	7092
618	1842	7089
619	1846	7086
620	1848	7083
621	1852	7081
622	1855	7078
623	1858	7076
624	1861	7072
625	1864	7070
626	1867	7068
627	1870	7065
628	1873	7062
629	1876	7057
630	1879	7055
631	1882	7051
632	1885	7051
633	1888	7048
634	1891	7044
635	1894	7041
636	1897	7038
637	1900	7035
638	1903	7032
639	1906	7028
640	1908	7024
641	1911	7021
642	1914	7017
643	1917	7015
644	1920	7012
645	1923	7009
646	1926	7005
647	1929	7003
648	1932	7000
649	1935	6996
650	1938	6993
651	1941	6990
652	1944	6987
653	1947	6984
654	1950	6982
655	1953	6979
656	1956	6975
657	1958	6972
658	1961	6969
659	1964	6965
660	1968	6964
661	1971	6961
662	1974	6958
663	1977	6956
664	1980	6953
665	1983	6952
666	1986	6949
667	1989	6945
668	1992	6942
669	1995	6938
670	1998	6935
671	2001	6932
672	2003	6928
673	2006	6926
674	2009	6922
675	2012	6919
676	2015	6917
677	2018	6913
678	2021	6910
679	2024	6906
680	2027	6904
681	2030	6900
682	2033	6897
683	2036	6893
684	2039	6891
685	2042	6888
686	2045	6885
687	2048	6882
688	2051	6879
689	2053	6876
690	2057	6873
691	2059	6870
692	2062	6866
693	2065	6863
694	2068	6860
695	2072	6860
696	2076	6859
697	2078	6856
698	2082	6854
699	2085	6851
700	2088	6848
701	2091	6845
702	2094	6842
703	2097	6839
704	2100	6836
705	2103	6833
706	2105	6829
707	2108	6826
708	2111	6823
709	2114	6820
710	2117	6817
711	2120	6814
712	2123	6810
713	2126	6809
714	2129	6806
715	2132	6802
716	2135	6799
717	2138	6797
718	2141	6793
719	2144	6790
720	2147	6787
721	2150	6784
722	2153	6781
723	2156	6778
724	2159	6775
725	2162	6772
726	2165	6769
727	2167	6765
728	2170	6763
729	2174	6761
730	2177	6757
731	2180	6756
732	2183	6753
733	2186	6750
734	2189	6747
735	2192	6744
736	2195	6740
737	2198	6738
738	2201	6735
739	2204	6732
740	2207	6728
741	2209	6725
742	2212	6721
743	2215	6718
744	2218	6716
745	2221	6712
746	2224	6709
747	2227	6705
748	2230	6702
749	2232	6698
750	2235	6695
751	2238	6692
752	2241	6689
753	2244	6686
754	2247	6683
755	2250	6680
756	2253	6677
757	2256	6674
758	2259	6672
759	2262	6668
760	2265	6665
761	2268	6663
762	2271	6660
763	2274	6657
764	2277	6654
765	2280	6651
766	2283	6648
767	2287	6647
768	2290	6643
769	2292	6640
770	2295	6637
771	2299	6635
772	2302	6632
773	2305	6629
774	2307	6625
775	2310	6622
776	2313	6619
777	2316	6615
778	2319	6612
779	2322	6609
780	2325	6606
781	2328	6603
782	2331	6600
783	2334	6597
784	2337	6594
785	2340	6591
786	2343	6589
787	2346	6587
788	2349	6583
789	2352	6580
790	2355	6577
791	2357	6573
792	2360	6569
793	2363	6566
794	2366	6563
795	2369	6560
796	2372	6557
797	2375	6554
798	2378	6551
799	2381	6548
800	2384	6547
801	2388	6544
802	2391	6542
803	2393	6538
804	2396	6535
805	2399	6532
806	2402	6529
807	2405	6526
808	2408	6523
809	2411	6520
810	2414	6516
811	2417	6514
812	2420	6511
813	2423	6507
814	2426	6504
815	2429	6501
816	2432	6499
817	2435	6496
818	2438	6494
819	2441	6491
820	2444	6488
821	2447	6485
822	2450	6482
823	2453	6478
824	2455	6474
825	2458	6471
826	2461	6468
827	2464	6465
828	2468	6463
829	2470	6459
830	2473	6456
831	2476	6454
832	2479	6450
833	2483	6448
834	2486	6446
835	2489	6442
836	2491	6439
837	2494	6436
838	2497	6433
839	2500	6430
840	2503	6426
841	2506	6423
842	2509	6420
843	2511	6416
844	2515	6414
845	2518	6411
846	2520	6408
847	2524	6405
848	2526	6401
849	2529	6398
850	2532	6395
851	2535	6391
852	2537	6388
853	2540	6384
854	2543	6382
855	2546	6379
856	2549	6376
857	2552	6373
858	2555	6370
859	2558	6367
860	2561	6364
861	2564	6361
862	2567	6358
863	2570	6355
864	2573	6351
865	2576	6349
866	2579	6346
867	2583	6344
868	2586	6341
869	2589	6339
870	2592	6337
871	2595	6333
872	2598	6329
873	2600	6326
874	2603	6323
875	2606	6320
876	2609	6317
877	2612	6314
878	2615	6311
879	2618	6307
880	2621	6304
881	2624	6301
882	2626	6298
883	2629	6295
884	2632	6292
885	2635	6289
886	2638	6286
887	2641	6283
888	2644	6279
889	2647	6277
890	2650	6274
891	2653	6271
892	2656	6268
893	2659	6265
894	2662	6263
895	2666	6260
896	2669	6257
897	2672	6255
898	2675	6252
899	2678	6249
900	2682	6248
901	2685	6245
902	2688	6242
903	2691	6239
904	2693	6236
905	2696	6233
906	2699	6229
907	2702	6227
908	2705	6224
909	2708	6220
910	2711	6217
911	2714	6214
912	2717	6211
913	2720	6208
914	2723	6205
915	2726	6202
916	2729	6199
917	2732	6196
918	2734	6192
919	2737	6189
920	2740	6187
921	2743	6184
922	2746	6180
923	2749	6177
924	2752	6174
925	2755	6170
926	2758	6167
927	2761	6165
928	2764	6162
929	2767	6159
930	2770	6156
931	2773	6154
932	2776	6150
933	2779	6148
934	2782	6145
935	2785	6142
936	2788	6140
937	2791	6136
938	2794	6133
939	2797	6130
940	2800	6127
941	2803	6124
942	2806	6121
943	2808	6117
944	2811	6114
945	2815	6112
946	2817	6108
947	2820	6105
948	2823	6102
949	2826	6099
950	2829	6096
951	2832	6094
952	2835	6090
953	2838	6088
954	2841	6084
955	2844	6081
956	2847	6078
957	2850	6076
958	2853	6072
959	2856	6070
960	2859	6067
961	2862	6064
962	2865	6061
963	2868	6058
964	2871	6056
965	2874	6053
966	2878	6051
967	2881	6048
968	2884	6045
969	2887	6043
970	2890	6040
971	2893	6037
972	2896	6034
973	2899	6031
974	2902	6028
975	2905	6024
976	2908	6021
977	2911	6018
978	2913	6015
979	2917	6012
980	2920	6009
981	2922	6006
982	2925	6003
983	2928	6000
984	2931	5997
985	2934	5994
986	2937	5991
987	2940	5988
988	2943	5985
989	2946	5982
990	2949	5978
991	2952	5976
992	2955	5973
993	2958	5970
994	2961	5967
995	2964	5963
996	2966	5960
997	2970	5958
998	2973	5955
999	2976	5953
1000	2979	5950
1001	2982	5947
1002	2985	5943
1003	2988	5940
1004	2991	5937
1005	2994	5934
1006	2997	5931
1007	2999	5928
1008	3002	5925
1009	3005	5921
1010	3008	5918
1011	3011	5915
1012	3014	5912
1013	3017	5909
1014	3020	5906
1015	3023	5903
1016	3026	5900
1017	3029	5897
1018	3032	5894
1019	3035	5891
1020	3038	5889
1021	3041	5886
1022	3044	5882
1023	3047	5879
1024	3050	5877
1025	3052	5873
1026	3055	5870
1027	3058	5867
1028	3062	5865
1029	3064	5862
1030	3067	5859
1031	3070	5856
1032	3074	5853
1033	3077	5851
1034	3080	5848
1035	3083	5844
1036	3085	5841
1037	3089	5838
1038	3092	5835
1039	3095	5832
1040	3097	5829
1041	3100	5826
1042	3103	5822
1043	3105	5819
1044	3108	5816
1045	3112	5814
1046	3115	5810
1047	3117	5807
1048	3120	5804
1049	3123	5801
1050	3126	5798
1051	3129	5795
1052	3132	5792
1053	3135	5789
1054	3138	5785
1055	3141	5783
1056	3144	5779
1057	3147	5777
1058	3150	5774
1059	3153	5771
1060	3156	5768
1061	3159	5765
1062	3162	5762
1063	3165	5759
1064	3168	5756
1065	3171	5753
1066	3174	5750
1067	3177	5747
1068	3180	5744
1069	3183	5742
1070	3186	5739
1071	3189	5736
1072	3192	5733
1073	3195	5729
1074	3197	5726
1075	3200	5723
1076	3203	5720
1077	3206	5716
1078	3209	5714
1079	3212	5710
1080	3215	5707
1081	3217	5704
1082	3220	5701
1083	3223	5697
1084	3226	5694
1085	3229	5692
1086	3232	5688
1087	3235	5685
1088	3238	5682
1089	3241	5679
1090	3244	5676
1091	3247	5674
1092	3250	5671
1093	3253	5668
1094	3256	5666
1095	3260	5663
1096	3263	5661
1097	3266	5658
1098	3269	5655
1099	3273	5653
1100	3276	5650
1101	3279	5647
1102	3282	5644
1103	3285	5641
1104	3288	5638
1105	3291	5635
1106	3293	5632
1107	3296	5629
1108	3299	5625
1109	3302	5622
1110	3306	5621
1111	3310	5620
1112	3314	5619
1113	3317	5617
1114	3321	5615
1115	3325	5614
1116	3330	5613
1117	3333	5611
1118	3336	5607
1119	3338	5604
1120	3341	5601
1121	3345	5599
1122	3348	5597
1123	3352	5594
1124	3354	5591
1125	3357	5588
1126	3361	5585
1127	3364	5583
1128	3367	5580
1129	3370	5577
1130	3373	5574
1131	3376	5571
1132	3379	5569
1133	3382	5566
1134	3385	5563
1135	3388	5560
1136	3391	5557
1137	3394	5554
1138	3397	5551
1139	3400	5547
1140	3403	5545
1141	3406	5542
1142	3409	5539
1143	3412	5535
1144	3415	5532
1145	3418	5529
1146	3421	5526
1147	3423	5523
1148	3427	5520
1149	3430	5518
1150	3433	5515
1151	3436	5513
1152	3439	5509
1153	3442	5506
1154	3445	5503
1155	3448	5500
1156	3451	5498
1157	3454	5495
1158	3457	5492
1159	3460	5489
1160	3463	5486
1161	3466	5482
1162	3469	5479
1163	3472	5476
1164	3475	5473
1165	3478	5471
1166	3481	5468
1167	3484	5465
1168	3487	5462
1169	3490	5458
1170	3492	5455
1171	3495	5452
1172	3498	5449
1173	3501	5446
1174	3504	5443
1175	3507	5440
1176	3510	5437
1177	3513	5433
1178	3516	5431
1179	3519	5427
1180	3522	5424
1181	3525	5422
1182	3528	5419
1183	3531	5416
1184	3534	5412
1185	3536	5409
1186	3540	5407
1187	3543	5404
1188	3546	5401
1189	3549	5398
1190	3552	5395
1191	3555	5392
1192	3558	5389
1193	3561	5386
1194	3564	5383
1195	3567	5380
1196	3570	5377
1197	3573	5374
1198	3576	5372
1199	3579	5369
1200	3582	5366
1201	3586	5364
1202	3588	5361
1203	3591	5358
1204	3594	5355
1205	3597	5351
1206	3601	5349
1207	3604	5346
1208	3607	5344
1209	3610	5341
1210	3613	5338
1211	3616	5335
1212	3619	5332
1213	3622	5329
1214	3625	5326
1215	3628	5323
1216	3631	5320
1217	3634	5317
1218	3637	5314
1219	3640	5311
1220	3643	5308
1221	3646	5305
1222	3649	5302
1223	3652	5299
1224	3655	5296
1225	3658	5293
1226	3661	5290
1227	3664	5288
1228	3667	5284
1229	3670	5281
1230	3673	5278
1231	3676	5276
1232	3679	5273
1233	3682	5270
1234	3685	5267
1235	3688	5264
1236	3691	5260
1237	3694	5257
1238	3696	5254
1239	3699	5251
1240	3702	5248
1241	3705	5244
1242	3708	5241
1243	3710	5238
1244	3714	5235
1245	3716	5232
1246	3719	5229
1247	3722	5226
1248	3725	5223
1249	3728	5220
1250	3731	5217
1251	3734	5213
1252	3737	5211
1253	3740	5208
1254	3743	5204
1255	3746	5202
1256	3749	5199
1257	3752	5196
1258	3755	5193
1259	3758	5190
1260	3761	5187
1261	3764	5184
1262	3767	5181
1263	3770	5178
1264	3773	5175
1265	3776	5172
1266	3779	5169
1267	3782	5166
1268	3785	5163
1269	3788	5160
1270	3791	5157
1271	3794	5154
1272	3797	5151
1273	3800	5149
1274	3803	5145
1275	3806	5143
1276	3809	5139
1277	3812	5136
1278	3815	5133
1279	3818	5131
1280	3821	5128
1281	3824	5125
1282	3827	5122
1283	3830	5119
1284	3833	5116
1285	3836	5113
1286	3839	5110
1287	3842	5107
1288	3845	5104
1289	3848	5101
1290	3851	5098
1291	3854	5095
1292	3857	5092
1293	3860	5089
1294	3863	5086
1295	3866	5083
1296	3869	5080
1297	3872	5077
1298	3875	5074
1299	3878	5071
1300	3881	5069
1301	3884	5066
1302	3887	5063
1303	3890	5059
1304	3893	5057
1305	3896	5054
1306	3899	5051
1307	3902	5048
1308	3905	5045
1309	3908	5042
1310	3911	5039
1311	3915	5037
1312	3918	5034
1313	3920	5030
1314	3923	5027
1315	3926	5024
1316	3929	5021
1317	3932	5018
1318	3935	5015
1319	3938	5013
1320	3941	5010
1321	3944	5007
1322	3948	5005
1323	3951	5002
1324	3954	4999
1325	3957	4996
1326	3960	4992
1327	3963	4990
1328	3966	4986
1329	3969	4983
1330	3972	4980
1331	3975	4977
1332	3978	4975
1333	3981	4972
1334	3984	4969
1335	3987	4966
1336	3990	4963
1337	3993	4960
1338	3996	4957
1339	3999	4954
1340	4002	4951
1341	4005	4948
1342	4008	4945
1343	4011	4942
1344	4014	4939
1345	4017	4936
1346	4019	4933
1347	4022	4930
1348	4025	4926
1349	4028	4924
1350	4031	4921
1351	4034	4917
1352	4037	4914
1353	4040	4912
1354	4043	4908
1355	4046	4905
1356	4049	4903
1357	4052	4900
1358	4055	4897
1359	4058	4894
1360	4061	4891
1361	4064	4888
1362	4067	4885
1363	4070	4882
1364	4073	4879
1365	4077	4876
1366	4080	4874
1367	4083	4870
1368	4085	4867
1369	4088	4864
1370	4091	4861
1371	4094	4858
1372	4097	4855
1373	4100	4852
1374	4103	4849
1375	4105	4845
1376	4108	4842
1377	4111	4839
1378	4114	4836
1379	4117	4833
1380	4120	4830
1381	4123	4827
1382	4126	4824
1383	4129	4821
1384	4132	4818
1385	4135	4815
1386	4138	4812
1387	4141	4809
1388	4144	4807
1389	4147	4804
1390	4150	4801
1391	4153	4798
1392	4156	4795
1393	4159	4792
1394	4162	4788
1395	4165	4785
1396	4168	4782
1397	4171	4779
1398	4174	4776
1399	4177	4774
1400	4180	4771
1401	4183	4768
1402	4186	4765
1403	4189	4762
1404	4192	4758
1405	4195	4755
1406	4197	4752
1407	4200	4749
1408	4203	4746
1409	4206	4743
1410	4209	4740
1411	4212	4737
1412	4215	4734
1413	4218	4731
1414	4221	4728
1415	4224	4725
1416	4227	4722
1417	4229	4719
1418	4232	4716
1419	4235	4713
1420	4238	4710
1421	4241	4707
1422	4244	4704
1423	4248	4701
1424	4251	4698
1425	4253	4695
1426	4257	4692
1427	4260	4689
1428	4262	4686
1429	4266	4683
1430	4269	4680
1431	4272	4677
1432	4275	4675
1433	4278	4672
1434	4281	4669
1435	4284	4665
1436	4286	4662
1437	4289	4659
1438	4292	4656
1439	4295	4653
1440	4298	4650
1441	4301	4647
1442	4304	4644
1443	4307	4641
1444	4310	4638
1445	4313	4635
1446	4315	4631
1447	4318	4629
1448	4321	4625
1449	4324	4622
1450	4327	4619
1451	4330	4616
1452	4333	4613
1453	4336	4610
1454	4339	4608
1455	4342	4605
1456	4345	4602
1457	4348	4599
1458	4351	4596
1459	4354	4593
1460	4357	4590
1461	4360	4586
1462	4363	4583
1463	4366	4581
1464	4369	4578
1465	4372	4575
1466	4375	4572
1467	4378	4569
1468	4381	4566
1469	4384	4563
1470	4387	4560
1471	4390	4557
1472	4392	4554
1473	4395	4550
1474	4398	4547
1475	4401	4544
1476	4404	4541
1477	4407	4538
1478	4410	4535
1479	4413	4532
1480	4416	4529
1481	4419	4526
1482	4422	4523
1483	4425	4520
1484	4428	4517
1485	4430	4514
1486	4433	4511
1487	4436	4508
1488	4439	4505
1489	4442	4502
1490	4445	4499
1491	4448	4496
1492	4451	4493
1493	4454	4490
1494	4457	4487
1495	4460	4484
1496	4463	4481
1497	4466	4478
1498	4469	4475
1499	4472	4472
1500	4475	4469
1501	4478	4466
1502	4482	4464
1503	4485	4461
1504	4488	4458
1505	4491	4455
1506	4494	4452
1507	4497	4449
1508	4500	4446
1509	4503	4443
1510	4506	4440
1511	4509	4437
1512	4512	4434
1513	4515	4432
1514	4518	4428
1515	4521	4425
1516	4524	4422
1517	4526	4419
1518	4529	4416
1519	4533	4413
1520	4536	4410
1521	4539	4407
1522	4541	4404
1523	4545	4401
1524	4548	4398
1525	4551	4396
1526	4553	4392
1527	4556	4389
1528	4559	4386
1529	4562	4383
1530	4566	4381
1531	4569	4378
1532	4572	4375
1533	4574	4372
1534	4578	4369
1535	4581	4366
1536	4583	4363
1537	4587	4360
1538	4590	4357
1539	4592	4354
1540	4595	4351
1541	4598	4348
1542	4601	4345
1543	4604	4342
1544	4607	4339
1545	4610	4336
1546	4613	4333
1547	4616	4330
1548	4619	4327
1549	4622	4323
1550	4625	4321
1551	4628	4318
1552	4631	4315
1553	4634	4312
1554	4637	4309
1555	4640	4306
1556	4642	4302
1557	4646	4300
1558	4648	4297
1559	4652	4294
1560	4654	4291
1561	4657	4287
1562	4660	4284
1563	4663	4282
1564	4666	4279
1565	4670	4276
1566	4673	4273
1567	4676	4270
1568	4679	4268
1569	4682	4265
1570	4685	4262
1571	4688	4259
1572	4691	4256
1573	4694	4253
1574	4697	4249
1575	4700	4246
1576	4703	4243
1577	4705	4240
1578	4708	4237
1579	4711	4234
1580	4714	4231
1581	4717	4228
1582	4720	4225
1583	4722	4222
1584	4725	4219
1585	4728	4215
1586	4731	4212
1587	4734	4209
1588	4737	4206
1589	4740	4203
1590	4743	4200
1591	4746	4197
1592	4749	4195
1593	4752	4192
1594	4755	4188
1595	4758	4186
1596	4761	4183
1597	4764	4180
1598	4767	4177
1599	4770	4173
1600	4773	4171
1601	4776	4168
1602	4779	4165
1603	4782	4162
1604	4785	4159
1605	4788	4156
1606	4790	4152
1607	4793	4149
1608	4796	4146
1609	4799	4143
1610	4802	4140
1611	4805	4137
1612	4808	4134
1613	4811	4131
1614	4814	4128
1615	4817	4125
1616	4820	4122
1617	4823	4119
1618	4826	4116
1619	4829	4113
1620	4832	4111
1621	4835	4108
1622	4838	4105
1623	4841	4102
1624	4844	4099
1625	4847	4096
1626	4850	4093
1627	4853	4089
1628	4856	4087
1629	4859	4084
1630	4862	4081
1631	4865	4078
1632	4868	4075
1633	4870	4072
1634	4874	4069
1635	4877	4066
1636	4880	4063
1637	4883	4060
1638	4886	4057
1639	4889	4054
1640	4891	4051
1641	4894	4048
1642	4897	4045
1643	4900	4042
1644	4903	4039
1645	4906	4036
1646	4909	4033
1647	4912	4030
1648	4915	4027
1649	4918	4024
1650	4921	4021
1651	4924	4018
1652	4927	4015
1653	4930	4012
1654	4933	4009
1655	4936	4006
1656	4939	4003
1657	4942	4000
1658	4945	3997
1659	4948	3994
1660	4951	3991
1661	4954	3988
1662	4957	3985
1663	4960	3982
1664	4963	3979
1665	4966	3976
1666	4969	3973
1667	4973	3971
1668	4976	3968
1669	4978	3965
1670	4982	3962
1671	4985	3959
1672	4987	3956
1673	4990	3953
1674	4993	3950
1675	4996	3947
1676	4999	3944
1677	5003	3941
1678	5006	3938
1679	5009	3935
1680	5012	3933
1681	5015	3930
1682	5018	3926
1683	5021	3923
1684	5024	3920
1685	5027	3917
1686	5029	3914
1687	5032	3911
1688	5035	3908
1689	5038	3905
1690	5041	3902
1691	5044	3899
1692	5047	3896
1693	5050	3893
1694	5053	3890
1695	5056	3887
1696	5059	3884
1697	5062	3882
1698	5065	3879
1699	5068	3875
1700	5072	3873
